PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Label
18942161,modeling nonlinear gene regulatory networks from time series gene expression data,"Fujita A, Sato JR, Garay-Malpartida HM, Sogayar MC, Ferreira CE, Miyano S.",J Bioinform Comput Biol. 2008 Oct;6(5):961-79. doi: 10.1142/s0219720008003746.,Fujita A,J Bioinform Comput Biol,2008,2008/10/23,,,10.1142/s0219720008003746,0
29808917,effective response metric: a novel tool to predict relapse in childhood acute lymphoblastic leukaemia using time-series gene expression profiling,"Yeoh AE, Li Z, Dong D, Lu Y, Jiang N, Trka J, Tan AM, Lin HP, Quah TC, Ariffin H, Wong L.",Br J Haematol. 2018 Jun;181(5):653-663. doi: 10.1111/bjh.15252.,Yeoh AE,Br J Haematol,2018,2018/05/30,,,10.1111/bjh.15252,1
25888718,effects of promoter leakage on dynamics of gene expression,"Huang L, Yuan Z, Liu P, Zhou T.",BMC Syst Biol. 2015 Mar 21;9:16. doi: 10.1186/s12918-015-0157-z.,Huang L,BMC Syst Biol,2015,2015/04/19,PMC4384279,,10.1186/s12918-015-0157-z,0
26314708,regulation of gene expression dynamics during developmental transitions by the ikaros transcription factor,"Arenzana TL, Schjerven H, Smale ST.",Genes Dev. 2015 Sep 1;29(17):1801-16. doi: 10.1101/gad.266999.115. Epub 2015 Aug 27.,Arenzana TL,Genes Dev,2015,2015/08/29,PMC4573854,,10.1101/gad.266999.115,0
29272271,correction: dynamic maternal gradients control timing and shift-rates for drosophila gap gene expression,PLOS Computational Biology Staff.,PLoS Comput Biol. 2017 Dec 22;13(12):e1005918. doi: 10.1371/journal.pcbi.1005918. eCollection 2017 Dec.,PLOS Computational Biology Staff,PLoS Comput Biol,2017,2017/12/23,PMC5741224,,10.1371/journal.pcbi.1005918,0
29383590,"diversity of partial rna-dependent rna polymerase gene sequences of soybean blotchy mosaic virus isolates from different host-, geographical- and temporal origins","Strydom E, Pietersen G.",Arch Virol. 2018 May;163(5):1299-1305. doi: 10.1007/s00705-018-3722-0. Epub 2018 Jan 30.,Strydom E,Arch Virol,2018,2018/02/01,,,10.1007/s00705-018-3722-0,0
34740970,monitoring rna dynamics in native transcriptional complexes,"Chauvier A, St-Pierre P, Nadon JF, Hien EDM, Pérez-González C, Eschbach SH, Lamontagne AM, Penedo JC, Lafontaine DA.",Proc Natl Acad Sci U S A. 2021 Nov 9;118(45):e2106564118. doi: 10.1073/pnas.2106564118.,Chauvier A,Proc Natl Acad Sci U S A,2021,2021/11/06,PMC8609307,,10.1073/pnas.2106564118,0
27693721,nucleobases undergo dynamic rearrangements during rna tertiary folding,"Welty R, Hall KB.",J Mol Biol. 2016 Nov 6;428(22):4490-4502. doi: 10.1016/j.jmb.2016.09.015. Epub 2016 Sep 29.,Welty R,J Mol Biol,2016,2016/10/04,PMC5085838,NIHMS819940,10.1016/j.jmb.2016.09.015,0
22541543,temporal candidate gene expression in the sow placenta and embryo during early gestation and effect of maternal progenos supplementation on embryonic and placental development,"Novak S, Paradis F, Patterson JL, Pasternak JA, Oxtoby K, Moore HS, Hahn M, Dyck MK, Dixon WT, Foxcroft GR.",Reprod Fertil Dev. 2012;24(4):550-8. doi: 10.1071/RD10312.,Novak S,Reprod Fertil Dev,2012,2012/05/01,,,10.1071/RD10312,0
17259992,rna polymerase i in yeast transcribes dynamic nucleosomal rdna,"Jones HS, Kawauchi J, Braglia P, Alen CM, Kent NA, Proudfoot NJ.",Nat Struct Mol Biol. 2007 Feb;14(2):123-30. doi: 10.1038/nsmb1199. Epub 2007 Jan 28.,Jones HS,Nat Struct Mol Biol,2007,2007/01/30,PMC6941936,EMS85340,10.1038/nsmb1199,0
32974267,an overview of the temporal shedding of sars-cov-2 rna in clinical specimens,"Zhurakivska K, Troiano G, Pannone G, Caponio VCA, Lo Muzio L.",Front Public Health. 2020 Aug 20;8:487. doi: 10.3389/fpubh.2020.00487. eCollection 2020.,Zhurakivska K,Front Public Health,2020,2020/09/25,PMC7468374,,10.3389/fpubh.2020.00487,0
32275707,"explainable artificial intelligence (xai) for the identification of biologically relevant gene expression patterns in longitudinal human studies, insights from obesity research","Anguita-Ruiz A, Segura-Delgado A, Alcalá R, Aguilera CM, Alcalá-Fdez J.",PLoS Comput Biol. 2020 Apr 10;16(4):e1007792. doi: 10.1371/journal.pcbi.1007792. eCollection 2020 Apr.,Anguita-Ruiz A,PLoS Comput Biol,2020,2020/04/11,PMC7176286,,10.1371/journal.pcbi.1007792,1
11295177,temporal co-ordination of macroschizont and merozoite gene expression during stage differentiation of theileria annulata,"Swan DG, Phillips K, Mckellar S, Hamilton C, Shiels BR.",Mol Biochem Parasitol. 2001 Apr 6;113(2):233-9. doi: 10.1016/s0166-6851(01)00222-5.,Swan DG,Mol Biochem Parasitol,2001,2001/04/11,,,10.1016/s0166-6851(01)00222-5,1
17171642,temporal evolution of gene expression in rat carotid artery following balloon angioplasty,"Li JM, Zhang X, Nelson PR, Odgren PR, Nelson JD, Vasiliu C, Park J, Morris M, Lian J, Cutler BS, Newburger PE.",J Cell Biochem. 2007 May 15;101(2):399-410. doi: 10.1002/jcb.21190.,Li JM,J Cell Biochem,2007,2006/12/16,,,10.1002/jcb.21190,0
16882882,temporal gene expression profiles of target-ablated olfactory epithelium in mice with disrupted expression of scavenger receptor a: impact on macrophages,"Getchell ML, Li H, Vaishnav RA, Borders AS, Witta J, Subhedar N, de Villiers W, Stromberg AJ, Getchell TV.",Physiol Genomics. 2006 Nov 27;27(3):245-63. doi: 10.1152/physiolgenomics.00261.2005. Epub 2006 Aug 1.,Getchell ML,Physiol Genomics,2006,2006/08/03,,,10.1152/physiolgenomics.00261.2005,1
22929617,dynamics of protein noise can distinguish between alternate sources of gene-expression variability,"Singh A, Razooky BS, Dar RD, Weinberger LS.",Mol Syst Biol. 2012;8:607. doi: 10.1038/msb.2012.38.,Singh A,Mol Syst Biol,2012,2012/08/30,PMC3435505,,10.1038/msb.2012.38,0
28250105,neuronal function of the mrna decapping complex determines survival of caenorhabditis elegans at high temperature through temporal regulation of heterochronic gene expression,"Borbolis F, Flessa CM, Roumelioti F, Diallinas G, Stravopodis DJ, Syntichaki P.",Open Biol. 2017 Mar;7(3):160313. doi: 10.1098/rsob.160313.,Borbolis F,Open Biol,2017,2017/03/03,PMC5376704,,10.1098/rsob.160313,0
32747759,generalizing rna velocity to transient cell states through dynamical modeling,"Bergen V, Lange M, Peidli S, Wolf FA, Theis FJ.",Nat Biotechnol. 2020 Dec;38(12):1408-1414. doi: 10.1038/s41587-020-0591-3. Epub 2020 Aug 3.,Bergen V,Nat Biotechnol,2020,2020/08/05,,,10.1038/s41587-020-0591-3,1
24867692,chemotherapy-induced dynamic gene expression changes in vivo are prognostic in ovarian cancer,"Koussounadis A, Langdon SP, Harrison DJ, Smith VA.",Br J Cancer. 2014 Jun 10;110(12):2975-84. doi: 10.1038/bjc.2014.258. Epub 2014 May 27.,Koussounadis A,Br J Cancer,2014,2014/05/29,PMC4056064,,10.1038/bjc.2014.258,1
22121159,modelling time course gene expression data with finite mixtures of linear additive models,"Grün B, Scharl T, Leisch F.",Bioinformatics. 2012 Jan 15;28(2):222-8. doi: 10.1093/bioinformatics/btr653. Epub 2011 Nov 26.,Grün B,Bioinformatics,2012,2011/11/29,PMC3259441,,10.1093/bioinformatics/btr653,1
20639411,multiple gene expression profile alignment for microarray time-series data clustering,"Subhani N, Rueda L, Ngom A, Burden CJ.",Bioinformatics. 2010 Sep 15;26(18):2281-8. doi: 10.1093/bioinformatics/btq422. Epub 2010 Jul 16.,Subhani N,Bioinformatics,2010,2010/07/20,,,10.1093/bioinformatics/btq422,1
19636800,rna phosphodiester backbone dynamics of a perdeuterated cuucgg tetraloop rna from phosphorus-31 nmr relaxation analysis,"Rinnenthal J, Richter C, Nozinovic S, Fürtig B, Lopez JJ, Glaubitz C, Schwalbe H.",J Biomol NMR. 2009 Sep;45(1-2):143-55. doi: 10.1007/s10858-009-9343-x. Epub 2009 Jul 28.,Rinnenthal J,J Biomol NMR,2009,2009/07/29,,,10.1007/s10858-009-9343-x,0
28669186,volatile compound and gene expression analyses reveal temporal and spatial production of lox-derived volatiles in pepino (solanum muricatum aiton) fruit and lox specificity,"Contreras C, Schwab W, Mayershofer M, González-Agüero M, Defilippi BG.",J Agric Food Chem. 2017 Jul 26;65(29):6049-6057. doi: 10.1021/acs.jafc.7b01569. Epub 2017 Jul 11.,Contreras C,J Agric Food Chem,2017,2017/07/04,,,10.1021/acs.jafc.7b01569,0
15671270,a time course microarray study of gene expression in the mouse lacrimal gland after acute corneal trauma,"Fang Y, Choi D, Searles RP, Mathers WD.",Invest Ophthalmol Vis Sci. 2005 Feb;46(2):461-9. doi: 10.1167/iovs.04-0677.,Fang Y,Invest Ophthalmol Vis Sci,2005,2005/01/27,,,10.1167/iovs.04-0677,1
20159159,free energy profile of rna hairpins: a molecular dynamics simulation study,"Deng NJ, Cieplak P.",Biophys J. 2010 Feb 17;98(4):627-36. doi: 10.1016/j.bpj.2009.10.040.,Deng NJ,Biophys J,2010,2010/02/18,PMC2820654,,10.1016/j.bpj.2009.10.040,0
29928890,dynamic regulation of brain aromatase and isotocin receptor gene expression depends on parenting status,"DeAngelis R, Dodd L, Snyder A, Rhodes JS.",Horm Behav. 2018 Jul;103:62-70. doi: 10.1016/j.yhbeh.2018.06.006. Epub 2018 Jun 22.,DeAngelis R,Horm Behav,2018,2018/06/22,,,10.1016/j.yhbeh.2018.06.006,0
23441014,rna interference by feeding in vitro-synthesized double-stranded rna to planarians: methodology and dynamics,"Rouhana L, Weiss JA, Forsthoefel DJ, Lee H, King RS, Inoue T, Shibata N, Agata K, Newmark PA.",Dev Dyn. 2013 Jun;242(6):718-30. doi: 10.1002/dvdy.23950. Epub 2013 Apr 1.,Rouhana L,Dev Dyn,2013,2013/02/27,PMC3909682,NIHMS470195,10.1002/dvdy.23950,0
24155059,longitudinal analysis of hiv-1 coreceptor tropism by single and triplicate hiv-1 rna and dna sequencing in patients undergoing successful first-line antiretroviral therapy,"Meini G, Rossetti B, Bianco C, Ceccherini-Silberstein F, Di Giambenedetto S, Sighinolfi L, Monno L, Castagna A, Rozera G, D'Arminio Monforte A, Zazzi M, De Luca A; ICONA Foundation Group.",J Antimicrob Chemother. 2014 Mar;69(3):735-41. doi: 10.1093/jac/dkt426. Epub 2013 Oct 23.,Meini G,J Antimicrob Chemother,2014,2013/10/25,PMC3954119,,10.1093/jac/dkt426,0
11559421,longitudinal patterns of hiv type 1 rna among individuals with late disease progression,"Gange SJ, Mellors JW, Lau B, Detels R, Phair JP, Muñoz A, Margolick JB.",AIDS Res Hum Retroviruses. 2001 Sep 1;17(13):1223-9. doi: 10.1089/088922201750461276.,Gange SJ,AIDS Res Hum Retroviruses,2001,2001/09/18,,,10.1089/088922201750461276,1
24753580,millisecond dynamics of rna polymerase ii translocation at atomic resolution,"Silva DA, Weiss DR, Pardo Avila F, Da LT, Levitt M, Wang D, Huang X.",Proc Natl Acad Sci U S A. 2014 May 27;111(21):7665-70. doi: 10.1073/pnas.1315751111. Epub 2014 Apr 21.,Silva DA,Proc Natl Acad Sci U S A,2014,2014/04/23,PMC4040580,,10.1073/pnas.1315751111,0
33974009,vetra: a tool for trajectory inference based on rna velocity,"Weng G, Kim J, Won KJ.",Bioinformatics. 2021 May 11;37(20):3509-13. doi: 10.1093/bioinformatics/btab364. Online ahead of print.,Weng G,Bioinformatics,2021,2021/05/11,PMC8545348,,10.1093/bioinformatics/btab364,1
21601089,using noisy gene expression mediated by engineered adenovirus to probe signaling dynamics in mammalian cells,"Wong JV, Yao G, Nevins JR, You L.",Methods Enzymol. 2011;497:221-37. doi: 10.1016/B978-0-12-385075-1.00010-X.,Wong JV,Methods Enzymol,2011,2011/05/24,,,10.1016/B978-0-12-385075-1.00010-X,0
25143987,mining 3d patterns from gene expression temporal data: a new tricluster evaluation measure,"Gutiérrez-Avilés D, Rubio-Escudero C.",ScientificWorldJournal. 2014;2014:624371. doi: 10.1155/2014/624371. Epub 2014 Mar 31.,Gutiérrez-Avilés D,ScientificWorldJournal,2014,2014/08/22,PMC3988738,,10.1155/2014/624371,1
32376074,gene expression meta-analysis reveals the down-regulation of three gaba receptor subunits in the superior temporal gyrus of patients with schizophrenia,"Frajman A, Maggio N, Muler I, Haroutunian V, Katsel P, Yitzhaky A, Weiser M, Hertzberg L.",Schizophr Res. 2020 Jun;220:29-37. doi: 10.1016/j.schres.2020.04.027. Epub 2020 May 4.,Frajman A,Schizophr Res,2020,2020/05/08,,,10.1016/j.schres.2020.04.027,0
26713626,gene regulatory mechanisms underlying the spatial and temporal regulation of target-dependent gene expression in drosophila neurons,"Berndt AJ, Tang JC, Ridyard MS, Lian T, Keatings K, Allan DW.",PLoS Genet. 2015 Dec 29;11(12):e1005754. doi: 10.1371/journal.pgen.1005754. eCollection 2015 Dec.,Berndt AJ,PLoS Genet,2015,2015/12/30,PMC4694770,,10.1371/journal.pgen.1005754,0
33673721,temporal dynamic methods for bulk rna-seq time series data,"Oh VS, Li RW.",Genes (Basel). 2021 Feb 27;12(3):352. doi: 10.3390/genes12030352.,Oh VS,Genes (Basel),2021,2021/03/06,PMC7997275,,10.3390/genes12030352,1
12589942,temporal effect of tamoxifen on cytochrome p450 side chain cleavage gene expression and steroid concentration in adult male rats,"Parte P, Balasinor N, Gill-Sharma MK, Maitra A, Juneja HS.",J Steroid Biochem Mol Biol. 2002 Nov;82(4-5):349-58. doi: 10.1016/s0960-0760(02)00193-0.,Parte P,J Steroid Biochem Mol Biol,2002,2003/02/19,,,10.1016/s0960-0760(02)00193-0,1
25497548,high-resolution sequencing and modeling identifies distinct dynamic rna regulatory strategies,"Rabani M, Raychowdhury R, Jovanovic M, Rooney M, Stumpo DJ, Pauli A, Hacohen N, Schier AF, Blackshear PJ, Friedman N, Amit I, Regev A.",Cell. 2014 Dec 18;159(7):1698-710. doi: 10.1016/j.cell.2014.11.015. Epub 2014 Dec 11.,Rabani M,Cell,2014,2014/12/16,PMC4272607,NIHMS642323,10.1016/j.cell.2014.11.015,0
10757999,dynamics of the rna hairpin gnra tetraloop,"Menger M, Eckstein F, Porschke D.",Biochemistry. 2000 Apr 18;39(15):4500-7. doi: 10.1021/bi992297n.,Menger M,Biochemistry,2000,2000/04/12,,,10.1021/bi992297n,0
23550750,a simple model explains the dynamics of preferential host switching among mammal rna viruses,"Cuthill JH, Charleston MA.",Evolution. 2013 Apr;67(4):980-90. doi: 10.1111/evo.12064. Epub 2013 Feb 19.,Cuthill JH,Evolution,2013,2013/04/05,PMC7202234,,10.1111/evo.12064,0
19775432,temporal patterns of inflammatory gene expression in local tissues after banding or burdizzo castration in cattle,"Pang W, Earley B, Sweeney T, Gath V, Crowe MA.",BMC Vet Res. 2009 Sep 23;5:36. doi: 10.1186/1746-6148-5-36.,Pang W,BMC Vet Res,2009,2009/09/25,PMC2758859,,10.1186/1746-6148-5-36,0
31338188,gene expression dynamics during the gonocyte to spermatogonia transition and spermatogenesis in the domestic yak,"Wang G, Li Y, Yang Q, Xu S, Ma S, Yan R, Zhang R, Jia G, Ai D, Yang Q.",J Anim Sci Biotechnol. 2019 Jul 12;10:64. doi: 10.1186/s40104-019-0360-7. eCollection 2019.,Wang G,J Anim Sci Biotechnol,2019,2019/07/25,PMC6624888,,10.1186/s40104-019-0360-7,0
29730250,efficient computation of co-transcriptional rna-ligand interaction dynamics,"Wolfinger MT, Flamm C, Hofacker IL.",Methods. 2018 Jul 1;143:70-76. doi: 10.1016/j.ymeth.2018.04.036. Epub 2018 May 4.,Wolfinger MT,Methods,2018,2018/05/07,,,10.1016/j.ymeth.2018.04.036,0
18366769,the dynamics and efficacy of antiviral rna silencing: a model study,"Groenenboom MA, Hogeweg P.",BMC Syst Biol. 2008 Mar 26;2:28. doi: 10.1186/1752-0509-2-28.,Groenenboom MA,BMC Syst Biol,2008,2008/03/28,PMC2373878,,10.1186/1752-0509-2-28,0
14756776,flavonoids induce temporal shifts in gene-expression of nod-box controlled loci in rhizobium sp. ngr234,"Kobayashi H, Naciri-Graven Y, Broughton WJ, Perret X.",Mol Microbiol. 2004 Jan;51(2):335-47. doi: 10.1046/j.1365-2958.2003.03841.x.,Kobayashi H,Mol Microbiol,2004,2004/02/06,,,10.1046/j.1365-2958.2003.03841.x,0
30080856,a new dynamic correlation algorithm reveals novel functional aspects in single cell and bulk rna-seq data,Yu T.,PLoS Comput Biol. 2018 Aug 6;14(8):e1006391. doi: 10.1371/journal.pcbi.1006391. eCollection 2018 Aug.,Yu T,PLoS Comput Biol,2018,2018/08/07,PMC6095616,,10.1371/journal.pcbi.1006391,0
28189795,how complexity increases in development: an analysis of the spatial-temporal dynamics of gene expression in ciona intestinalis,"Salvador-Martínez I, Salazar-Ciudad I.",Mech Dev. 2017 Apr;144(Pt B):113-124. doi: 10.1016/j.mod.2017.02.001. Epub 2017 Feb 9.,Salvador-Martínez I,Mech Dev,2017,2017/02/13,,,10.1016/j.mod.2017.02.001,0
17321697,dynamic changes in gene expression profiles of 22q11 and related orthologous genes during mouse development,"Amati F, Biancolella M, Farcomeni A, Giallonardi S, Bueno S, Minella D, Vecchione L, Chillemi G, Desideri A, Novelli G.",Gene. 2007 Apr 15;391(1-2):91-102. doi: 10.1016/j.gene.2006.12.026. Epub 2007 Jan 19.,Amati F,Gene,2007,2007/02/27,,,10.1016/j.gene.2006.12.026,0
28966918,"immunofibrogenic gene expression patterns in tanzanian children with ocular chlamydia trachomatis infection, active trachoma and scarring: baseline results of a 4-year longitudinal study","Ramadhani AM, Derrick T, Macleod D, Massae P, Mtuy T, Jeffries D, Roberts CH, Bailey RL, Mabey DCW, Holland MJ, Burton MJ.",Front Cell Infect Microbiol. 2017 Sep 15;7:406. doi: 10.3389/fcimb.2017.00406. eCollection 2017.,Ramadhani AM,Front Cell Infect Microbiol,2017,2017/10/03,PMC5605569,,10.3389/fcimb.2017.00406,1
24518690,temporal gene expression profile after acute electroconvulsive stimulation in the rat,"Dyrvig M, Christiansen SH, Woldbye DP, Lichota J.",Gene. 2014 Apr 10;539(1):8-14. doi: 10.1016/j.gene.2014.01.072. Epub 2014 Feb 8.,Dyrvig M,Gene,2014,2014/02/13,,,10.1016/j.gene.2014.01.072,1
15324465,"dynamics of collagen, mmp and timp gene expression during the granulomatous, fibrotic process induced by schistosoma mansoni eggs","Singh KP, Gerard HC, Hudson AP, Boros DL.",Ann Trop Med Parasitol. 2004 Sep;98(6):581-93. doi: 10.1179/000349804225021316.,Singh KP,Ann Trop Med Parasitol,2004,2004/08/25,,,10.1179/000349804225021316,0
34849771,distinct gene expression dynamics in germ line and somatic tissue during ovariole morphogenesis in drosophila melanogaster,"Tarikere S, Ylla G, Extavour CG.",G3 (Bethesda). 2022 Feb 4;12(2):jkab305. doi: 10.1093/g3journal/jkab305.,Tarikere S,G3 (Bethesda),2022,2021/12/01,,,10.1093/g3journal/jkab305,0
18819081,rna intramolecular dynamics by single-molecule fret,"Hengesbach M, Kobitski A, Voigts-Hoffmann F, Frauer C, Nienhaus GU, Helm M.",Curr Protoc Nucleic Acid Chem. 2008 Sep;Chapter 11:Unit 11.12. doi: 10.1002/0471142700.nc1112s34.,Hengesbach M,Curr Protoc Nucleic Acid Chem,2008,2008/09/27,,,10.1002/0471142700.nc1112s34,0
25888192,sexually dimorphic gene expression emerges with embryonic genome activation and is dynamic throughout development,"Lowe R, Gemma C, Rakyan VK, Holland ML.",BMC Genomics. 2015 Apr 14;16(1):295. doi: 10.1186/s12864-015-1506-4.,Lowe R,BMC Genomics,2015,2015/04/19,PMC4410000,,10.1186/s12864-015-1506-4,1
31770088,a temporal map of gene expression pattern during zebrafish liver regeneration,"Jagtap U, Sivadas A, Basu S, Verma A, Sivasubbu S, Scaria V, Sachidanandan C.",Zebrafish. 2020 Feb;17(1):1-10. doi: 10.1089/zeb.2019.1790. Epub 2019 Nov 26.,Jagtap U,Zebrafish,2020,2019/11/27,,,10.1089/zeb.2019.1790,0
33101384,identification of specific circular rna expression patterns and microrna interaction networks in mesial temporal lobe epilepsy,"Gray LG, Mills JD, Curry-Hyde A, Devore S, Friedman D, Thom M, Scott C, Thijs RD, Aronica E, Devinsky O, Janitz M.",Front Genet. 2020 Sep 25;11:564301. doi: 10.3389/fgene.2020.564301. eCollection 2020.,Gray LG,Front Genet,2020,2020/10/26,PMC7546880,,10.3389/fgene.2020.564301,0
18811728,the rate of protein secretion dictates the temporal dynamics of flagellar gene expression,"Brown JD, Saini S, Aldridge C, Herbert J, Rao CV, Aldridge PD.",Mol Microbiol. 2008 Nov;70(4):924-37. doi: 10.1111/j.1365-2958.2008.06455.x. Epub 2008 Sep 22.,Brown JD,Mol Microbiol,2008,2008/09/25,,,10.1111/j.1365-2958.2008.06455.x,0
32244575,time series rna-seq in pigeonpea revealed the core genes in metabolic pathways under aluminum stress,"Gao Z, Dong B, Cao H, He H, Yang Q, Meng D, Fu Y.",Genes (Basel). 2020 Apr 1;11(4):380. doi: 10.3390/genes11040380.,Gao Z,Genes (Basel),2020,2020/04/05,PMC7230159,,10.3390/genes11040380,0
